violation_id,session_id,driver,lap_number,corner,start_time_sec,end_time_sec,duration_sec,speed_kph,peak_breach_m,telemetry_x,telemetry_y,sample_count,detection_source,confidence_score,fia_ground_truth,fia_official_reason
VIO-AUT23-GAS-L10-Turn3,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 3,18.73,20.15,1.42,122.7,5.21,-944.72,619.88,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L10-Turn4,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 4,36.65,39.95,3.29,135.0,5.55,-173.45,518.12,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L10-Turn6,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 6,44.51,45.87,1.36,183.0,1.56,-559.8,465.62,10,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L10-Turn7,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 7,52.93,54.55,1.62,210.1,6.78,-368.51,250.29,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L10-Turn9,2023_Austrian_Grand_Prix_Race,GAS,10,Turn 9,61.43,62.25,0.82,225.4,2.71,212.13,308.4,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn1,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 1,2.42,4.99,2.58,220.2,1.41,-366.0,-106.22,18,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn3,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 3,19.05,20.41,1.36,130.0,5.19,-946.44,621.62,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn4,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 4,36.67,39.7,3.02,129.6,5.56,-169.83,522.94,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn6,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 6,44.52,45.22,0.7,184.0,1.54,-574.1,458.84,7,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn7,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 7,52.67,54.35,1.68,217.1,6.71,-359.65,258.38,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L11-Turn9,2023_Austrian_Grand_Prix_Race,GAS,11,Turn 9,61.22,61.94,0.72,221.4,2.73,221.79,304.01,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn1,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 1,2.59,5.55,2.96,239.6,1.43,-367.41,-106.61,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn3,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 3,19.27,20.89,1.62,127.0,5.24,-947.06,622.17,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn4,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 4,37.27,40.35,3.08,138.0,5.54,-174.19,517.2,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn6,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 6,45.15,46.09,0.94,182.0,1.43,-565.36,463.46,7,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn7,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 7,53.35,54.83,1.48,215.0,6.77,-368.98,249.89,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn9,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 9,61.59,62.47,0.88,226.0,2.92,221.46,303.97,8,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L12-Turn10,2023_Austrian_Grand_Prix_Race,GAS,12,Turn 10,66.11,67.91,1.8,177.0,6.07,268.85,75.96,17,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn1,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 1,2.62,5.37,2.76,283.0,1.37,-341.53,-99.63,22,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn3,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 3,19.09,20.78,1.68,122.6,5.15,-947.04,622.28,16,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn4,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 4,37.04,40.08,3.04,131.0,5.61,-167.97,525.4,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn6,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 6,44.74,46.01,1.28,189.7,1.36,-568.0,462.24,11,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn7,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 7,53.01,54.62,1.6,213.0,6.65,-371.34,247.84,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn9,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 9,61.4,62.18,0.78,242.4,2.67,210.82,308.9,7,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L13-Turn10,2023_Austrian_Grand_Prix_Race,GAS,13,Turn 10,68.16,71.11,2.95,270.8,2.14,3.37,-6.58,22,SPATIAL_SHAPELY,0.87,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn1,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 1,2.57,5.37,2.8,216.0,1.35,-366.39,-106.26,25,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn3,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 3,19.61,21.33,1.72,114.8,5.2,-942.81,617.99,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn4,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 4,37.7,40.66,2.96,128.0,5.64,-168.15,525.1,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn6,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 6,45.26,46.63,1.36,185.0,1.51,-572.4,459.8,12,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn7,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 7,54.5,57.5,3.0,117.0,6.73,-368.81,250.1,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L14-Turn9,2023_Austrian_Grand_Prix_Race,GAS,14,Turn 9,66.7,68.02,1.32,144.0,2.86,219.07,305.2,11,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn1,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 1,14.61,24.37,9.76,89.0,7.63,-427.98,-102.25,75,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn3,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 3,40.93,43.43,2.5,76.8,5.21,-943.91,619.08,21,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn4,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 4,64.63,67.91,3.28,124.0,5.53,-169.96,522.82,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn6,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 6,74.15,75.83,1.68,149.0,1.7,-563.53,464.03,16,SPATIAL_SHAPELY,0.84,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn7,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 7,84.27,86.23,1.96,189.1,6.7,-368.41,250.49,15,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn9,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 9,95.19,96.39,1.2,166.0,2.89,213.54,307.7,8,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L15-Turn10,2023_Austrian_Grand_Prix_Race,GAS,15,Turn 10,103.95,107.59,3.64,191.0,1.93,3.59,-6.52,30,SPATIAL_SHAPELY,0.85,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn1,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 1,3.38,6.4,3.02,212.0,1.4,-370.17,-107.32,22,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn3,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 3,20.32,21.64,1.32,132.6,5.21,-944.92,620.08,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn4,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 4,38.62,41.78,3.16,130.1,5.52,-168.42,524.94,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn6,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 6,46.4,47.8,1.4,176.0,2.01,-563.39,463.75,12,SPATIAL_SHAPELY,0.86,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn7,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 7,55.34,56.62,1.28,215.0,6.72,-366.75,251.96,8,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn9,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 9,63.6,64.38,0.78,225.0,2.72,215.19,307.15,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L16-Turn10,2023_Austrian_Grand_Prix_Race,GAS,16,Turn 10,68.14,69.92,1.78,171.0,6.04,269.37,76.36,17,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn1,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 1,2.52,5.01,2.5,271.0,1.39,-352.36,-102.55,22,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn3,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 3,18.72,20.26,1.54,128.0,5.29,-944.97,620.01,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn4,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 4,36.64,39.68,3.04,135.0,5.62,-169.05,523.9,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn6,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 6,44.45,45.68,1.22,186.0,1.57,-561.44,465.1,12,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn7,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 7,52.69,54.17,1.48,218.0,6.75,-371.03,248.0,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn9,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 9,60.85,61.69,0.84,228.7,2.72,218.17,305.8,8,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L17-Turn10,2023_Austrian_Grand_Prix_Race,GAS,17,Turn 10,67.62,70.59,2.97,270.2,1.73,2.06,-6.88,26,SPATIAL_SHAPELY,0.84,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn1,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 1,2.67,5.23,2.56,266.0,1.46,-358.21,-104.18,20,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn3,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 3,18.99,20.47,1.48,130.0,5.25,-944.97,620.08,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn4,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 4,36.07,39.09,3.02,132.0,5.58,-170.09,522.55,25,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn6,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 6,43.87,45.19,1.32,189.7,1.32,-567.9,462.34,10,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn7,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 7,52.07,53.65,1.58,222.0,6.78,-368.31,250.47,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L18-Turn9,2023_Austrian_Grand_Prix_Race,GAS,18,Turn 9,60.35,61.25,0.9,234.0,2.7,221.49,304.2,4,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn1,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 1,2.54,5.22,2.68,233.5,1.43,-367.41,-106.61,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn3,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 3,19.22,20.84,1.62,149.4,5.2,-941.7,616.89,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn4,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 4,37.16,39.96,2.8,139.0,5.65,-175.47,515.37,26,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn6,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 6,44.72,45.28,0.56,187.0,1.6,-572.38,459.72,6,SPATIAL_SHAPELY,0.83,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn7,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 7,52.78,54.28,1.5,221.0,6.72,-370.0,249.03,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L19-Turn9,2023_Austrian_Grand_Prix_Race,GAS,19,Turn 9,61.1,61.5,0.4,238.2,2.69,219.48,305.2,4,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn1,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 1,2.65,5.05,2.4,225.0,1.4,-368.29,-106.82,20,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn3,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 3,19.19,20.83,1.64,128.9,5.13,-941.4,616.69,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn4,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 4,36.89,40.01,3.12,129.0,5.51,-168.21,525.25,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn6,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 6,44.65,45.73,1.08,193.5,1.3,-570.92,460.85,9,SPATIAL_SHAPELY,0.8,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn7,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 7,52.75,54.05,1.3,220.5,6.69,-367.2,251.59,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn9,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 9,60.91,61.35,0.44,245.0,2.77,217.15,306.23,5,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L20-Turn10,2023_Austrian_Grand_Prix_Race,GAS,20,Turn 10,67.63,70.49,2.86,271.8,1.46,4.08,-6.38,23,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn1,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 1,2.62,5.14,2.52,241.6,1.42,-365.59,-106.12,21,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn3,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 3,19.22,20.74,1.52,135.0,5.16,-944.24,619.48,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn4,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 4,36.86,39.86,3.0,131.8,5.47,-167.01,526.94,24,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn6,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 6,44.58,45.5,0.92,200.0,1.43,-558.26,466.25,9,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn7,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 7,52.58,54.18,1.6,225.0,6.64,-364.55,254.0,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L21-Turn9,2023_Austrian_Grand_Prix_Race,GAS,21,Turn 9,60.94,61.52,0.58,238.0,2.69,216.96,306.4,7,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L22-Turn1,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 1,2.54,5.24,2.7,213.0,1.42,-375.36,-108.72,21,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L22-Turn3,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 3,19.28,20.6,1.32,131.0,5.21,-941.1,616.28,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L22-Turn4,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 4,36.72,39.72,3.0,124.0,5.59,-167.72,525.78,24,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L22-Turn6,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 6,44.56,45.52,0.96,202.0,1.48,-556.31,466.7,8,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L22-Turn7,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 7,52.8,54.24,1.44,222.0,6.68,-370.84,248.28,12,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L22-Turn9,2023_Austrian_Grand_Prix_Race,GAS,22,Turn 9,61.04,61.82,0.78,241.0,2.71,214.3,307.56,7,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 9 LAP 22 
VIO-AUT23-GAS-L23-Turn1,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 1,2.79,5.18,2.4,272.0,1.4,-343.34,-100.14,19,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L23-Turn3,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 3,19.16,20.46,1.3,134.0,5.22,-944.51,619.65,13,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L23-Turn4,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 4,36.92,39.98,3.06,135.6,5.54,-170.74,521.74,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L23-Turn6,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 6,44.62,45.74,1.12,188.4,1.54,-563.27,464.34,12,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L23-Turn7,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 7,52.58,54.37,1.78,218.0,6.72,-365.69,252.89,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L23-Turn9,2023_Austrian_Grand_Prix_Race,GAS,23,Turn 9,61.1,61.78,0.68,236.1,2.71,209.31,309.4,6,SPATIAL_SHAPELY,0.92,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn1,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 1,2.51,5.27,2.76,267.0,1.38,-348.91,-101.61,23,SPATIAL_SHAPELY,0.81,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn3,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 3,19.19,20.65,1.46,123.0,5.23,-944.18,619.32,12,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn4,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 4,36.75,39.71,2.96,128.1,5.56,-169.03,524.04,23,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn6,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 6,44.47,45.71,1.24,195.0,1.51,-563.28,464.36,12,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn7,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 7,52.61,54.17,1.56,215.0,6.79,-371.25,247.74,11,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L24-Turn9,2023_Austrian_Grand_Prix_Race,GAS,24,Turn 9,60.77,61.59,0.82,237.0,2.67,221.46,304.26,6,SPATIAL_SHAPELY,0.91,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-GAS-L25-Turn1,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 1,2.53,5.17,2.64,220.9,1.41,-371.23,-107.61,22,SPATIAL_SHAPELY,0.81,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn3,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 3,19.17,20.67,1.5,133.0,5.24,-942.29,617.42,14,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn4,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 4,36.73,40.01,3.28,130.0,5.59,-168.35,524.91,24,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn6,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 6,44.51,45.69,1.18,197.0,1.54,-559.82,465.64,11,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn7,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 7,52.63,54.05,1.42,223.0,6.7,-359.85,258.22,13,SPATIAL_SHAPELY,0.99,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn9,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 9,61.13,61.77,0.64,240.0,2.71,213.25,308.0,8,SPATIAL_SHAPELY,0.92,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-GAS-L25-Turn10,2023_Austrian_Grand_Prix_Race,GAS,25,Turn 10,67.71,70.54,2.83,271.1,1.54,3.98,-6.38,23,SPATIAL_SHAPELY,0.82,True,TRACK LIMITS AT TURN 10 LAP 25 
VIO-AUT23-TSU-L1-Turn1,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 1,6.46,9.76,3.29,190.0,1.45,-367.87,-106.75,25,SPATIAL_SHAPELY,0.82,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn3,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 3,25.02,26.8,1.77,135.3,5.2,-941.1,616.29,14,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn4,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 4,43.32,52.82,9.5,39.0,5.46,-172.35,519.75,74,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn6,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 6,63.68,67.39,3.72,69.0,1.91,-562.84,464.13,32,SPATIAL_SHAPELY,0.85,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn7,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 7,75.72,76.94,1.23,189.5,3.55,-561.25,270.26,11,SPATIAL_SHAPELY,0.98,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn9,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 9,91.52,92.62,1.11,157.7,2.89,212.73,308.0,9,SPATIAL_SHAPELY,0.93,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L1-Turn10,2023_Austrian_Grand_Prix_Race,TSU,1,Turn 10,96.88,104.52,7.64,142.1,28.82,258.65,124.2,58,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L2-Turn1,2023_Austrian_Grand_Prix_Race,TSU,2,Turn 1,9.57,33.01,23.45,78.6,7.6,-429.03,-101.92,185,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L2-Turn3,2023_Austrian_Grand_Prix_Race,TSU,2,Turn 3,48.29,50.09,1.8,114.0,5.25,-945.03,620.12,16,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
VIO-AUT23-TSU-L2-Turn4,2023_Austrian_Grand_Prix_Race,TSU,2,Turn 4,70.61,74.61,4.01,115.0,5.62,-171.71,520.32,32,SPATIAL_SHAPELY,0.99,False,Unpenalized Excursion / Sub-Threshold
